2026-02-10 00:16:56 startup archives install
2026-02-10 00:28:27 configure libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11 <none>
2026-02-10 00:28:27 status unpacked libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:28:27 status half-configured libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:28:27 status installed libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:28:27 configure libnghttp2-14:amd64 1.59.0-1ubuntu0.2 <none>
2026-02-10 00:28:27 status unpacked libnghttp2-14:amd64 1.59.0-1ubuntu0.2
2026-02-10 00:28:27 status half-configured libnghttp2-14:amd64 1.59.0-1ubuntu0.2
2026-02-10 00:28:27 status installed libnghttp2-14:amd64 1.59.0-1ubuntu0.2
2026-02-10 00:28:27 configure python3-yaml:amd64 6.0.1-2build2 <none>
2026-02-10 00:28:27 status unpacked python3-yaml:amd64 6.0.1-2build2
2026-02-10 00:28:27 status half-configured python3-yaml:amd64 6.0.1-2build2
2026-02-10 00:28:27 status installed python3-yaml:amd64 6.0.1-2build2
2026-02-10 00:28:27 configure liblzo2-2:amd64 2.10-2build4 <none>
2026-02-10 00:28:27 status unpacked liblzo2-2:amd64 2.10-2build4
2026-02-10 00:28:27 status half-configured liblzo2-2:amd64 2.10-2build4
2026-02-10 00:28:27 status installed liblzo2-2:amd64 2.10-2build4
2026-02-10 00:28:27 configure python3-lazr.uri:all 1.0.6-3 <none>
2026-02-10 00:28:27 status unpacked python3-lazr.uri:all 1.0.6-3
2026-02-10 00:28:27 status half-configured python3-lazr.uri:all 1.0.6-3
2026-02-10 00:28:27 status installed python3-lazr.uri:all 1.0.6-3
2026-02-10 00:28:27 configure systemd-dev:all 255.4-1ubuntu8.12 <none>
2026-02-10 00:28:27 status unpacked systemd-dev:all 255.4-1ubuntu8.12
2026-02-10 00:28:27 status half-configured systemd-dev:all 255.4-1ubuntu8.12
2026-02-10 00:28:27 status installed systemd-dev:all 255.4-1ubuntu8.12
2026-02-10 00:28:27 configure libopeniscsiusr:amd64 2.1.9-3ubuntu5.4 <none>
2026-02-10 00:28:27 status unpacked libopeniscsiusr:amd64 2.1.9-3ubuntu5.4
2026-02-10 00:28:27 status half-configured libopeniscsiusr:amd64 2.1.9-3ubuntu5.4
2026-02-10 00:28:27 status installed libopeniscsiusr:amd64 2.1.9-3ubuntu5.4
2026-02-10 00:28:27 configure python3-serial:all 3.5-2 <none>
2026-02-10 00:28:27 status unpacked python3-serial:all 3.5-2
2026-02-10 00:28:27 status half-configured python3-serial:all 3.5-2
2026-02-10 00:28:28 status installed python3-serial:all 3.5-2
2026-02-10 00:28:28 configure tzdata:all 2025b-0ubuntu0.24.04.1 <none>
2026-02-10 00:28:28 status unpacked tzdata:all 2025b-0ubuntu0.24.04.1
2026-02-10 00:28:28 status half-configured tzdata:all 2025b-0ubuntu0.24.04.1
2026-02-10 00:28:28 status installed tzdata:all 2025b-0ubuntu0.24.04.1
2026-02-10 00:28:28 configure libklibc:amd64 2.0.13-4ubuntu0.2 <none>
2026-02-10 00:28:28 status unpacked libklibc:amd64 2.0.13-4ubuntu0.2
2026-02-10 00:28:28 status half-configured libklibc:amd64 2.0.13-4ubuntu0.2
2026-02-10 00:28:28 status installed libklibc:amd64 2.0.13-4ubuntu0.2
2026-02-10 00:28:28 configure libglib2.0-0t64:amd64 2.80.0-6ubuntu3.8 <none>
2026-02-10 00:28:28 status unpacked libglib2.0-0t64:amd64 2.80.0-6ubuntu3.8
2026-02-10 00:28:28 status half-configured libglib2.0-0t64:amd64 2.80.0-6ubuntu3.8
2026-02-10 00:28:28 status installed libglib2.0-0t64:amd64 2.80.0-6ubuntu3.8
2026-02-10 00:28:28 configure python3-oauthlib:all 3.2.2-1 <none>
2026-02-10 00:28:28 status unpacked python3-oauthlib:all 3.2.2-1
2026-02-10 00:28:28 status half-configured python3-oauthlib:all 3.2.2-1
2026-02-10 00:28:28 status installed python3-oauthlib:all 3.2.2-1
2026-02-10 00:28:28 configure python3-certifi:all 2023.11.17-1 <none>
2026-02-10 00:28:28 status unpacked python3-certifi:all 2023.11.17-1
2026-02-10 00:28:28 status half-configured python3-certifi:all 2023.11.17-1
2026-02-10 00:28:28 status installed python3-certifi:all 2023.11.17-1
2026-02-10 00:28:28 configure libmpfr6:amd64 4.2.1-1build1.1 <none>
2026-02-10 00:28:28 status unpacked libmpfr6:amd64 4.2.1-1build1.1
2026-02-10 00:28:28 status half-configured libmpfr6:amd64 4.2.1-1build1.1
2026-02-10 00:28:28 status installed libmpfr6:amd64 4.2.1-1build1.1
2026-02-10 00:28:28 configure gnupg-l10n:all 2.4.4-2ubuntu17.4 <none>
2026-02-10 00:28:28 status unpacked gnupg-l10n:all 2.4.4-2ubuntu17.4
2026-02-10 00:28:28 status half-configured gnupg-l10n:all 2.4.4-2ubuntu17.4
2026-02-10 00:28:28 status installed gnupg-l10n:all 2.4.4-2ubuntu17.4
2026-02-10 00:28:28 configure python3-wadllib:all 1.3.6-5 <none>
2026-02-10 00:28:28 status unpacked python3-wadllib:all 1.3.6-5
2026-02-10 00:28:28 status half-configured python3-wadllib:all 1.3.6-5
2026-02-10 00:28:28 status installed python3-wadllib:all 1.3.6-5
2026-02-10 00:28:28 configure libdbus-1-3:amd64 1.14.10-4ubuntu4.1 <none>
2026-02-10 00:28:28 status unpacked libdbus-1-3:amd64 1.14.10-4ubuntu4.1
2026-02-10 00:28:28 status half-configured libdbus-1-3:amd64 1.14.10-4ubuntu4.1
2026-02-10 00:28:28 status installed libdbus-1-3:amd64 1.14.10-4ubuntu4.1
2026-02-10 00:28:28 configure libsigsegv2:amd64 2.14-1ubuntu2 <none>
2026-02-10 00:28:28 status unpacked libsigsegv2:amd64 2.14-1ubuntu2
2026-02-10 00:28:28 status half-configured libsigsegv2:amd64 2.14-1ubuntu2
2026-02-10 00:28:28 status installed libsigsegv2:amd64 2.14-1ubuntu2
2026-02-10 00:28:28 configure python3-gi:amd64 3.48.2-1 <none>
2026-02-10 00:28:28 status unpacked python3-gi:amd64 3.48.2-1
2026-02-10 00:28:28 status half-configured python3-gi:amd64 3.48.2-1
2026-02-10 00:28:28 status installed python3-gi:amd64 3.48.2-1
2026-02-10 00:28:28 configure perl-modules-5.38:all 5.38.2-3.2ubuntu0.2 <none>
2026-02-10 00:28:28 status unpacked perl-modules-5.38:all 5.38.2-3.2ubuntu0.2
2026-02-10 00:28:28 status half-configured perl-modules-5.38:all 5.38.2-3.2ubuntu0.2
2026-02-10 00:28:28 status installed perl-modules-5.38:all 5.38.2-3.2ubuntu0.2
2026-02-10 00:28:28 configure python3-requests:all 2.31.0+dfsg-1ubuntu1.1 <none>
2026-02-10 00:28:28 status unpacked python3-requests:all 2.31.0+dfsg-1ubuntu1.1
2026-02-10 00:28:28 status half-configured python3-requests:all 2.31.0+dfsg-1ubuntu1.1
2026-02-10 00:28:29 status installed python3-requests:all 2.31.0+dfsg-1ubuntu1.1
2026-02-10 00:28:29 configure libproc2-0:amd64 2:4.0.4-4ubuntu3.2 <none>
2026-02-10 00:28:29 status unpacked libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:28:29 status half-configured libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:28:29 status installed libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:28:29 configure libpng16-16t64:amd64 1.6.43-5ubuntu0.4 <none>
2026-02-10 00:28:29 status unpacked libpng16-16t64:amd64 1.6.43-5ubuntu0.4
2026-02-10 00:28:29 status half-configured libpng16-16t64:amd64 1.6.43-5ubuntu0.4
2026-02-10 00:28:29 status installed libpng16-16t64:amd64 1.6.43-5ubuntu0.4
2026-02-10 00:28:29 configure libsystemd-shared:amd64 255.4-1ubuntu8.12 <none>
2026-02-10 00:28:29 status unpacked libsystemd-shared:amd64 255.4-1ubuntu8.12
2026-02-10 00:28:29 status half-configured libsystemd-shared:amd64 255.4-1ubuntu8.12
2026-02-10 00:28:29 status installed libsystemd-shared:amd64 255.4-1ubuntu8.12
2026-02-10 00:28:29 configure libfuse3-3:amd64 3.14.0-5build1 <none>
2026-02-10 00:28:29 status unpacked libfuse3-3:amd64 3.14.0-5build1
2026-02-10 00:28:29 status half-configured libfuse3-3:amd64 3.14.0-5build1
2026-02-10 00:28:29 status installed libfuse3-3:amd64 3.14.0-5build1
2026-02-10 00:28:29 configure libxtables12:amd64 1.8.10-3ubuntu2 <none>
2026-02-10 00:28:29 status unpacked libxtables12:amd64 1.8.10-3ubuntu2
2026-02-10 00:28:29 status half-configured libxtables12:amd64 1.8.10-3ubuntu2
2026-02-10 00:28:29 status installed libxtables12:amd64 1.8.10-3ubuntu2
2026-02-10 00:28:29 configure libssh-4:amd64 0.10.6-2ubuntu0.2 <none>
2026-02-10 00:28:29 status unpacked libssh-4:amd64 0.10.6-2ubuntu0.2
2026-02-10 00:28:29 status half-configured libssh-4:amd64 0.10.6-2ubuntu0.2
2026-02-10 00:28:29 status installed libssh-4:amd64 0.10.6-2ubuntu0.2
2026-02-10 00:28:29 configure python3-markdown-it:all 3.0.0-2 <none>
2026-02-10 00:28:29 status unpacked python3-markdown-it:all 3.0.0-2
2026-02-10 00:28:29 status half-configured python3-markdown-it:all 3.0.0-2
2026-02-10 00:28:29 status installed python3-markdown-it:all 3.0.0-2
2026-02-10 00:28:29 configure libreadline8t64:amd64 8.2-4build1 <none>
2026-02-10 00:28:29 status unpacked libreadline8t64:amd64 8.2-4build1
2026-02-10 00:28:29 status half-configured libreadline8t64:amd64 8.2-4build1
2026-02-10 00:28:29 status installed libreadline8t64:amd64 8.2-4build1
2026-02-10 00:28:29 configure dracut-install:amd64 060+5-1ubuntu3.3 <none>
2026-02-10 00:28:29 status unpacked dracut-install:amd64 060+5-1ubuntu3.3
2026-02-10 00:28:29 status half-configured dracut-install:amd64 060+5-1ubuntu3.3
2026-02-10 00:28:29 status installed dracut-install:amd64 060+5-1ubuntu3.3
2026-02-10 00:28:29 configure python3-json-pointer:all 2.0-0ubuntu1 <none>
2026-02-10 00:28:29 status unpacked python3-json-pointer:all 2.0-0ubuntu1
2026-02-10 00:28:29 status half-configured python3-json-pointer:all 2.0-0ubuntu1
2026-02-10 00:28:29 status installed python3-json-pointer:all 2.0-0ubuntu1
2026-02-10 00:28:29 configure dbus-session-bus-common:all 1.14.10-4ubuntu4.1 <none>
2026-02-10 00:28:29 status unpacked dbus-session-bus-common:all 1.14.10-4ubuntu4.1
2026-02-10 00:28:29 status half-configured dbus-session-bus-common:all 1.14.10-4ubuntu4.1
2026-02-10 00:28:29 status installed dbus-session-bus-common:all 1.14.10-4ubuntu4.1
2026-02-10 00:28:29 configure python3-httplib2:all 0.20.4-3 <none>
2026-02-10 00:28:29 status unpacked python3-httplib2:all 0.20.4-3
2026-02-10 00:28:29 status half-configured python3-httplib2:all 0.20.4-3
2026-02-10 00:28:29 status installed python3-httplib2:all 0.20.4-3
2026-02-10 00:28:29 configure libkrb5-3:amd64 1.20.1-6ubuntu2.6 <none>
2026-02-10 00:28:29 status unpacked libkrb5-3:amd64 1.20.1-6ubuntu2.6
2026-02-10 00:28:29 status half-configured libkrb5-3:amd64 1.20.1-6ubuntu2.6
2026-02-10 00:28:29 status installed libkrb5-3:amd64 1.20.1-6ubuntu2.6
2026-02-10 00:28:29 configure libusb-1.0-0:amd64 2:1.0.27-1 <none>
2026-02-10 00:28:29 status unpacked libusb-1.0-0:amd64 2:1.0.27-1
2026-02-10 00:28:29 status half-configured libusb-1.0-0:amd64 2:1.0.27-1
2026-02-10 00:28:29 status installed libusb-1.0-0:amd64 2:1.0.27-1
2026-02-10 00:28:29 configure libstemmer0d:amd64 2.2.0-4build1 <none>
2026-02-10 00:28:29 status unpacked libstemmer0d:amd64 2.2.0-4build1
2026-02-10 00:28:29 status half-configured libstemmer0d:amd64 2.2.0-4build1
2026-02-10 00:28:29 status installed libstemmer0d:amd64 2.2.0-4build1
2026-02-10 00:28:29 configure dbus-system-bus-common:all 1.14.10-4ubuntu4.1 <none>
2026-02-10 00:28:29 status unpacked dbus-system-bus-common:all 1.14.10-4ubuntu4.1
2026-02-10 00:28:29 status half-configured dbus-system-bus-common:all 1.14.10-4ubuntu4.1
2026-02-10 00:28:29 status installed dbus-system-bus-common:all 1.14.10-4ubuntu4.1
2026-02-10 00:28:29 configure python3-lazr.restfulclient:all 0.14.6-1 <none>
2026-02-10 00:28:29 status unpacked python3-lazr.restfulclient:all 0.14.6-1
2026-02-10 00:28:29 status half-configured python3-lazr.restfulclient:all 0.14.6-1
2026-02-10 00:28:29 status installed python3-lazr.restfulclient:all 0.14.6-1
2026-02-10 00:28:29 configure libjson-c5:amd64 0.17-1build1 <none>
2026-02-10 00:28:29 status unpacked libjson-c5:amd64 0.17-1build1
2026-02-10 00:28:29 status half-configured libjson-c5:amd64 0.17-1build1
2026-02-10 00:28:29 status installed libjson-c5:amd64 0.17-1build1
2026-02-10 00:28:29 configure publicsuffix:all 20231001.0357-0.1 <none>
2026-02-10 00:28:29 status unpacked publicsuffix:all 20231001.0357-0.1
2026-02-10 00:28:29 status half-configured publicsuffix:all 20231001.0357-0.1
2026-02-10 00:28:29 status installed publicsuffix:all 20231001.0357-0.1
2026-02-10 00:28:29 configure libxml2:amd64 2.9.14+dfsg-1.3ubuntu3.7 <none>
2026-02-10 00:28:29 status unpacked libxml2:amd64 2.9.14+dfsg-1.3ubuntu3.7
2026-02-10 00:28:29 status half-configured libxml2:amd64 2.9.14+dfsg-1.3ubuntu3.7
2026-02-10 00:28:29 status installed libxml2:amd64 2.9.14+dfsg-1.3ubuntu3.7
2026-02-10 00:28:29 configure libldap2:amd64 2.6.10+dfsg-0ubuntu0.24.04.1 <none>
2026-02-10 00:28:29 status unpacked libldap2:amd64 2.6.10+dfsg-0ubuntu0.24.04.1
2026-02-10 00:28:29 status half-configured libldap2:amd64 2.6.10+dfsg-0ubuntu0.24.04.1
2026-02-10 00:28:29 status installed libldap2:amd64 2.6.10+dfsg-0ubuntu0.24.04.1
2026-02-10 00:28:29 configure iso-codes:all 4.16.0-1 <none>
2026-02-10 00:28:29 status unpacked iso-codes:all 4.16.0-1
2026-02-10 00:28:29 status half-configured iso-codes:all 4.16.0-1
2026-02-10 00:28:29 status triggers-awaited iso-codes:all 4.16.0-1
2026-02-10 00:28:29 configure cryptsetup-initramfs:all 2:2.7.0-1ubuntu4.2 <none>
2026-02-10 00:28:29 status unpacked cryptsetup-initramfs:all 2:2.7.0-1ubuntu4.2
2026-02-10 00:28:29 status half-configured cryptsetup-initramfs:all 2:2.7.0-1ubuntu4.2
2026-02-10 00:28:29 status installed cryptsetup-initramfs:all 2:2.7.0-1ubuntu4.2
2026-02-10 00:28:29 configure libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2 <none>
2026-02-10 00:28:29 status unpacked libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2
2026-02-10 00:28:29 status half-configured libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2
2026-02-10 00:28:29 status installed libpolkit-gobject-1-0:amd64 124-2ubuntu1.24.04.2
2026-02-10 00:28:29 configure libpython3-stdlib:amd64 3.12.3-0ubuntu2.1 <none>
2026-02-10 00:28:29 status unpacked libpython3-stdlib:amd64 3.12.3-0ubuntu2.1
2026-02-10 00:28:29 status half-configured libpython3-stdlib:amd64 3.12.3-0ubuntu2.1
2026-02-10 00:28:29 status installed libpython3-stdlib:amd64 3.12.3-0ubuntu2.1
2026-02-10 00:28:30 configure libpopt0:amd64 1.19+dfsg-1build1 <none>
2026-02-10 00:28:30 status unpacked libpopt0:amd64 1.19+dfsg-1build1
2026-02-10 00:28:30 status half-configured libpopt0:amd64 1.19+dfsg-1build1
2026-02-10 00:28:30 status installed libpopt0:amd64 1.19+dfsg-1build1
2026-02-10 00:28:30 configure python3-dbus:amd64 1.3.2-5build3 <none>
2026-02-10 00:28:30 status unpacked python3-dbus:amd64 1.3.2-5build3
2026-02-10 00:28:30 status half-configured python3-dbus:amd64 1.3.2-5build3
2026-02-10 00:28:30 status installed python3-dbus:amd64 1.3.2-5build3
2026-02-10 00:28:30 configure python3-rich:all 13.7.1-1 <none>
2026-02-10 00:28:30 status unpacked python3-rich:all 13.7.1-1
2026-02-10 00:28:30 status half-configured python3-rich:all 13.7.1-1
2026-02-10 00:28:30 status installed python3-rich:all 13.7.1-1
2026-02-10 00:28:30 configure python3-launchpadlib:all 1.11.0-6 <none>
2026-02-10 00:28:30 status unpacked python3-launchpadlib:all 1.11.0-6
2026-02-10 00:28:30 status half-configured python3-launchpadlib:all 1.11.0-6
2026-02-10 00:28:30 status installed python3-launchpadlib:all 1.11.0-6
2026-02-10 00:28:30 configure python3-jsonpatch:all 1.32-3 <none>
2026-02-10 00:28:30 status unpacked python3-jsonpatch:all 1.32-3
2026-02-10 00:28:30 status half-configured python3-jsonpatch:all 1.32-3
2026-02-10 00:28:30 status installed python3-jsonpatch:all 1.32-3
2026-02-10 00:28:30 configure python3-tz:all 2024.1-2 <none>
2026-02-10 00:28:30 status unpacked python3-tz:all 2024.1-2
2026-02-10 00:28:30 status half-configured python3-tz:all 2024.1-2
2026-02-10 00:28:31 status installed python3-tz:all 2024.1-2
2026-02-10 00:28:31 configure dbus:amd64 1.14.10-4ubuntu4.1 <none>
2026-02-10 00:28:31 status unpacked dbus:amd64 1.14.10-4ubuntu4.1
2026-02-10 00:28:31 status half-configured dbus:amd64 1.14.10-4ubuntu4.1
2026-02-10 00:28:31 status installed dbus:amd64 1.14.10-4ubuntu4.1
2026-02-10 00:28:31 configure libcryptsetup12:amd64 2:2.7.0-1ubuntu4.2 <none>
2026-02-10 00:28:31 status unpacked libcryptsetup12:amd64 2:2.7.0-1ubuntu4.2
2026-02-10 00:28:31 status half-configured libcryptsetup12:amd64 2:2.7.0-1ubuntu4.2
2026-02-10 00:28:31 status installed libcryptsetup12:amd64 2:2.7.0-1ubuntu4.2
2026-02-10 00:28:31 configure packagekit:amd64 1.2.8-2ubuntu1.4 <none>
2026-02-10 00:28:31 status unpacked packagekit:amd64 1.2.8-2ubuntu1.4
2026-02-10 00:28:31 status half-configured packagekit:amd64 1.2.8-2ubuntu1.4
2026-02-10 00:28:31 status installed packagekit:amd64 1.2.8-2ubuntu1.4
2026-02-10 00:28:31 configure python3-babel:all 2.10.3-3build1 <none>
2026-02-10 00:28:31 status unpacked python3-babel:all 2.10.3-3build1
2026-02-10 00:28:31 status half-configured python3-babel:all 2.10.3-3build1
2026-02-10 00:28:31 status installed python3-babel:all 2.10.3-3build1
2026-02-10 00:28:31 trigproc sgml-base:all 1.31 <none>
2026-02-10 00:28:31 status half-configured sgml-base:all 1.31
2026-02-10 00:28:31 status installed iso-codes:all 4.16.0-1
2026-02-10 00:28:31 status installed sgml-base:all 1.31
2026-02-10 00:28:31 trigproc initramfs-tools:all 0.142ubuntu25.8 <none>
2026-02-10 00:28:31 status half-configured initramfs-tools:all 0.142ubuntu25.8
2026-02-10 00:28:31 status installed initramfs-tools:all 0.142ubuntu25.8
2026-02-10 00:28:31 trigproc libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-02-10 00:28:31 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:28:31 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:28:31 configure python3-software-properties:all 0.99.49.3 <none>
2026-02-10 00:28:31 status unpacked python3-software-properties:all 0.99.49.3
2026-02-10 00:28:31 status half-configured python3-software-properties:all 0.99.49.3
2026-02-10 00:28:31 status installed python3-software-properties:all 0.99.49.3
2026-02-10 00:28:40 startup archives unpack
2026-02-10 00:28:40 install init:amd64 <none> 1.66ubuntu1
2026-02-10 00:28:40 status half-installed init:amd64 1.66ubuntu1
2026-02-10 00:28:40 status unpacked init:amd64 1.66ubuntu1
2026-02-10 00:28:40 install cron-daemon-common:all <none> 3.0pl1-184ubuntu2
2026-02-10 00:28:40 status half-installed cron-daemon-common:all 3.0pl1-184ubuntu2
2026-02-10 00:28:40 status unpacked cron-daemon-common:all 3.0pl1-184ubuntu2
2026-02-10 00:28:40 startup packages configure
2026-02-10 00:28:40 configure cron-daemon-common:all 3.0pl1-184ubuntu2 <none>
2026-02-10 00:28:40 status unpacked cron-daemon-common:all 3.0pl1-184ubuntu2
2026-02-10 00:28:40 status half-configured cron-daemon-common:all 3.0pl1-184ubuntu2
2026-02-10 00:28:40 status installed cron-daemon-common:all 3.0pl1-184ubuntu2
2026-02-10 00:28:40 startup archives unpack
2026-02-10 00:28:40 install cron:amd64 <none> 3.0pl1-184ubuntu2
2026-02-10 00:28:40 status half-installed cron:amd64 3.0pl1-184ubuntu2
2026-02-10 00:28:40 status unpacked cron:amd64 3.0pl1-184ubuntu2
2026-02-10 00:28:40 install libntfs-3g89t64:amd64 <none> 1:2022.10.3-1.2ubuntu3
2026-02-10 00:28:40 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:28:40 status half-installed libntfs-3g89t64:amd64 1:2022.10.3-1.2ubuntu3
2026-02-10 00:28:40 status unpacked libntfs-3g89t64:amd64 1:2022.10.3-1.2ubuntu3
2026-02-10 00:28:40 install ntfs-3g:amd64 <none> 1:2022.10.3-1.2ubuntu3
2026-02-10 00:28:40 status triggers-pending initramfs-tools:all 0.142ubuntu25.8
2026-02-10 00:28:40 status half-installed ntfs-3g:amd64 1:2022.10.3-1.2ubuntu3
2026-02-10 00:28:40 status unpacked ntfs-3g:amd64 1:2022.10.3-1.2ubuntu3
2026-02-10 00:28:40 install rsync:amd64 <none> 3.2.7-1ubuntu1.2
2026-02-10 00:28:40 status half-installed rsync:amd64 3.2.7-1ubuntu1.2
2026-02-10 00:28:40 status unpacked rsync:amd64 3.2.7-1ubuntu1.2
2026-02-10 00:28:40 install uuid-runtime:amd64 <none> 2.39.3-9ubuntu6.4
2026-02-10 00:28:40 status half-installed uuid-runtime:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:28:40 status unpacked uuid-runtime:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:28:40 install install-info:amd64 <none> 7.1-3build2
2026-02-10 00:28:40 status half-installed install-info:amd64 7.1-3build2
2026-02-10 00:28:40 status unpacked install-info:amd64 7.1-3build2
2026-02-10 00:28:40 startup packages configure
2026-02-10 00:28:40 configure install-info:amd64 7.1-3build2 <none>
2026-02-10 00:28:40 status unpacked install-info:amd64 7.1-3build2
2026-02-10 00:28:40 status half-configured install-info:amd64 7.1-3build2
2026-02-10 00:28:40 status installed install-info:amd64 7.1-3build2
2026-02-10 00:28:40 startup archives unpack
2026-02-10 00:28:40 install apt-utils:amd64 <none> 2.8.3
2026-02-10 00:28:40 status half-installed apt-utils:amd64 2.8.3
2026-02-10 00:28:40 status unpacked apt-utils:amd64 2.8.3
2026-02-10 00:28:40 install libtext-charwidth-perl:amd64 <none> 0.04-11build3
2026-02-10 00:28:40 status half-installed libtext-charwidth-perl:amd64 0.04-11build3
2026-02-10 00:28:40 status unpacked libtext-charwidth-perl:amd64 0.04-11build3
2026-02-10 00:28:40 install libtext-iconv-perl:amd64 <none> 1.7-8build3
2026-02-10 00:28:40 status half-installed libtext-iconv-perl:amd64 1.7-8build3
2026-02-10 00:28:40 status unpacked libtext-iconv-perl:amd64 1.7-8build3
2026-02-10 00:28:41 install libtext-wrapi18n-perl:all <none> 0.06-10
2026-02-10 00:28:41 status half-installed libtext-wrapi18n-perl:all 0.06-10
2026-02-10 00:28:41 status unpacked libtext-wrapi18n-perl:all 0.06-10
2026-02-10 00:28:41 install debconf-i18n:all <none> 1.5.86ubuntu1
2026-02-10 00:28:41 status half-installed debconf-i18n:all 1.5.86ubuntu1
2026-02-10 00:28:41 status unpacked debconf-i18n:all 1.5.86ubuntu1
2026-02-10 00:28:41 install distro-info:amd64 <none> 1.7build1
2026-02-10 00:28:41 status half-installed distro-info:amd64 1.7build1
2026-02-10 00:28:41 status unpacked distro-info:amd64 1.7build1
2026-02-10 00:28:41 install eject:amd64 <none> 2.39.3-9ubuntu6.4
2026-02-10 00:28:41 status half-installed eject:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:28:41 status unpacked eject:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:28:41 install iputils-ping:amd64 <none> 3:20240117-1ubuntu0.1
2026-02-10 00:28:41 status half-installed iputils-ping:amd64 3:20240117-1ubuntu0.1
2026-02-10 00:28:41 status unpacked iputils-ping:amd64 3:20240117-1ubuntu0.1
2026-02-10 00:28:41 install less:amd64 <none> 590-2ubuntu2.1
2026-02-10 00:28:41 status half-installed less:amd64 590-2ubuntu2.1
2026-02-10 00:28:41 status unpacked less:amd64 590-2ubuntu2.1
2026-02-10 00:28:41 install libestr0:amd64 <none> 0.1.11-1build1
2026-02-10 00:28:41 status half-installed libestr0:amd64 0.1.11-1build1
2026-02-10 00:28:41 status unpacked libestr0:amd64 0.1.11-1build1
2026-02-10 00:28:41 install libfastjson4:amd64 <none> 1.2304.0-1build1
2026-02-10 00:28:41 status half-installed libfastjson4:amd64 1.2304.0-1build1
2026-02-10 00:28:41 status unpacked libfastjson4:amd64 1.2304.0-1build1
2026-02-10 00:28:41 install libfribidi0:amd64 <none> 1.0.13-3build1
2026-02-10 00:28:41 status half-installed libfribidi0:amd64 1.0.13-3build1
2026-02-10 00:28:41 status unpacked libfribidi0:amd64 1.0.13-3build1
2026-02-10 00:28:41 install libslang2:amd64 <none> 2.3.3-3build2
2026-02-10 00:28:41 status half-installed libslang2:amd64 2.3.3-3build2
2026-02-10 00:28:41 status unpacked libslang2:amd64 2.3.3-3build2
2026-02-10 00:28:41 install libnewt0.52:amd64 <none> 0.52.24-2ubuntu2
2026-02-10 00:28:41 status half-installed libnewt0.52:amd64 0.52.24-2ubuntu2
2026-02-10 00:28:41 status unpacked libnewt0.52:amd64 0.52.24-2ubuntu2
2026-02-10 00:28:41 install libtirpc-common:all <none> 1.3.4+ds-1.1build1
2026-02-10 00:28:41 status half-installed libtirpc-common:all 1.3.4+ds-1.1build1
2026-02-10 00:28:41 status unpacked libtirpc-common:all 1.3.4+ds-1.1build1
2026-02-10 00:28:41 install libtirpc3t64:amd64 <none> 1.3.4+ds-1.1build1
2026-02-10 00:28:41 status half-installed libtirpc3t64:amd64 1.3.4+ds-1.1build1
2026-02-10 00:28:41 status unpacked libtirpc3t64:amd64 1.3.4+ds-1.1build1
2026-02-10 00:28:41 install locales:all <none> 2.39-0ubuntu8.7
2026-02-10 00:28:41 status half-installed locales:all 2.39-0ubuntu8.7
2026-02-10 00:28:41 status unpacked locales:all 2.39-0ubuntu8.7
2026-02-10 00:28:41 install logrotate:amd64 <none> 3.21.0-2build1
2026-02-10 00:28:41 status half-installed logrotate:amd64 3.21.0-2build1
2026-02-10 00:28:41 status unpacked logrotate:amd64 3.21.0-2build1
2026-02-10 00:28:41 install netcat-openbsd:amd64 <none> 1.226-1ubuntu2
2026-02-10 00:28:41 status half-installed netcat-openbsd:amd64 1.226-1ubuntu2
2026-02-10 00:28:41 status unpacked netcat-openbsd:amd64 1.226-1ubuntu2
2026-02-10 00:28:41 install rsyslog:amd64 <none> 8.2312.0-3ubuntu9.1
2026-02-10 00:28:41 status half-installed rsyslog:amd64 8.2312.0-3ubuntu9.1
2026-02-10 00:28:41 status unpacked rsyslog:amd64 8.2312.0-3ubuntu9.1
2026-02-10 00:28:41 install ubuntu-pro-client:amd64 <none> 37.1ubuntu0~24.04
2026-02-10 00:28:41 status half-installed ubuntu-pro-client:amd64 37.1ubuntu0~24.04
2026-02-10 00:28:41 status unpacked ubuntu-pro-client:amd64 37.1ubuntu0~24.04
