2026-02-10 00:16:56 startup archives install
2026-02-10 00:25:06 status unpacked libattr1:amd64 1:2.5.2-1build1.1
2026-02-10 00:25:06 status half-configured libattr1:amd64 1:2.5.2-1build1.1
2026-02-10 00:25:06 status installed libattr1:amd64 1:2.5.2-1build1.1
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade libaudit-common:all 1:3.1.2-2.1build1 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 status half-configured libaudit-common:all 1:3.1.2-2.1build1
2026-02-10 00:25:06 status unpacked libaudit-common:all 1:3.1.2-2.1build1
2026-02-10 00:25:06 status half-installed libaudit-common:all 1:3.1.2-2.1build1
2026-02-10 00:25:06 status unpacked libaudit-common:all 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libaudit-common:all 1:3.1.2-2.1build1.1 <none>
2026-02-10 00:25:06 status unpacked libaudit-common:all 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 status half-configured libaudit-common:all 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 status installed libaudit-common:all 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade libaudit1:amd64 1:3.1.2-2.1build1 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 status half-configured libaudit1:amd64 1:3.1.2-2.1build1
2026-02-10 00:25:06 status unpacked libaudit1:amd64 1:3.1.2-2.1build1
2026-02-10 00:25:06 status half-installed libaudit1:amd64 1:3.1.2-2.1build1
2026-02-10 00:25:06 status unpacked libaudit1:amd64 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libaudit1:amd64 1:3.1.2-2.1build1.1 <none>
2026-02-10 00:25:06 status unpacked libaudit1:amd64 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 status half-configured libaudit1:amd64 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 status installed libaudit1:amd64 1:3.1.2-2.1build1.1
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade libblkid1:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 status half-configured libblkid1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:06 status unpacked libblkid1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:06 status half-installed libblkid1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:06 status unpacked libblkid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libblkid1:amd64 2.39.3-9ubuntu6.4 <none>
2026-02-10 00:25:06 status unpacked libblkid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 status half-configured libblkid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 status installed libblkid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade libmd0:amd64 1.1.0-2build1 1.1.0-2build1.1
2026-02-10 00:25:06 status half-configured libmd0:amd64 1.1.0-2build1
2026-02-10 00:25:06 status unpacked libmd0:amd64 1.1.0-2build1
2026-02-10 00:25:06 status half-installed libmd0:amd64 1.1.0-2build1
2026-02-10 00:25:06 status unpacked libmd0:amd64 1.1.0-2build1.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libmd0:amd64 1.1.0-2build1.1 <none>
2026-02-10 00:25:06 status unpacked libmd0:amd64 1.1.0-2build1.1
2026-02-10 00:25:06 status half-configured libmd0:amd64 1.1.0-2build1.1
2026-02-10 00:25:06 status installed libmd0:amd64 1.1.0-2build1.1
2026-02-10 00:25:06 startup archives unpack
2026-02-10 00:25:06 upgrade libpcre2-8-0:amd64 10.42-4ubuntu2 10.42-4ubuntu2.1
2026-02-10 00:25:06 status half-configured libpcre2-8-0:amd64 10.42-4ubuntu2
2026-02-10 00:25:06 status unpacked libpcre2-8-0:amd64 10.42-4ubuntu2
2026-02-10 00:25:06 status half-installed libpcre2-8-0:amd64 10.42-4ubuntu2
2026-02-10 00:25:06 status unpacked libpcre2-8-0:amd64 10.42-4ubuntu2.1
2026-02-10 00:25:06 startup packages configure
2026-02-10 00:25:06 configure libpcre2-8-0:amd64 10.42-4ubuntu2.1 <none>
2026-02-10 00:25:06 status unpacked libpcre2-8-0:amd64 10.42-4ubuntu2.1
2026-02-10 00:25:06 status half-configured libpcre2-8-0:amd64 10.42-4ubuntu2.1
2026-02-10 00:25:06 status installed libpcre2-8-0:amd64 10.42-4ubuntu2.1
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libselinux1:amd64 3.5-2ubuntu2 3.5-2ubuntu2.1
2026-02-10 00:25:07 status half-configured libselinux1:amd64 3.5-2ubuntu2
2026-02-10 00:25:07 status unpacked libselinux1:amd64 3.5-2ubuntu2
2026-02-10 00:25:07 status half-installed libselinux1:amd64 3.5-2ubuntu2
2026-02-10 00:25:07 status unpacked libselinux1:amd64 3.5-2ubuntu2.1
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libselinux1:amd64 3.5-2ubuntu2.1 <none>
2026-02-10 00:25:07 status unpacked libselinux1:amd64 3.5-2ubuntu2.1
2026-02-10 00:25:07 status half-configured libselinux1:amd64 3.5-2ubuntu2.1
2026-02-10 00:25:07 status installed libselinux1:amd64 3.5-2ubuntu2.1
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libmount1:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status half-configured libmount1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status unpacked libmount1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status half-installed libmount1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status unpacked libmount1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libmount1:amd64 2.39.3-9ubuntu6.4 <none>
2026-02-10 00:25:07 status unpacked libmount1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status half-configured libmount1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status installed libmount1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libpam-runtime:all 1.5.3-5ubuntu5 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 status half-configured libpam-runtime:all 1.5.3-5ubuntu5
2026-02-10 00:25:07 status unpacked libpam-runtime:all 1.5.3-5ubuntu5
2026-02-10 00:25:07 status half-installed libpam-runtime:all 1.5.3-5ubuntu5
2026-02-10 00:25:07 status unpacked libpam-runtime:all 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libpam-runtime:all 1.5.3-5ubuntu5.5 <none>
2026-02-10 00:25:07 status unpacked libpam-runtime:all 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 status half-configured libpam-runtime:all 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 status installed libpam-runtime:all 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libpam0g:amd64 1.5.3-5ubuntu5 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 status half-configured libpam0g:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:07 status unpacked libpam0g:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:07 status half-installed libpam0g:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:07 status unpacked libpam0g:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libpam0g:amd64 1.5.3-5ubuntu5.5 <none>
2026-02-10 00:25:07 status unpacked libpam0g:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 status half-configured libpam0g:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 status installed libpam0g:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libsmartcols1:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status half-configured libsmartcols1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status half-installed libsmartcols1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libsmartcols1:amd64 2.39.3-9ubuntu6.4 <none>
2026-02-10 00:25:07 status unpacked libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status half-configured libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status installed libsmartcols1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libssl3t64:amd64 3.0.13-0ubuntu3 3.0.13-0ubuntu3.7
2026-02-10 00:25:07 status half-configured libssl3t64:amd64 3.0.13-0ubuntu3
2026-02-10 00:25:07 status unpacked libssl3t64:amd64 3.0.13-0ubuntu3
2026-02-10 00:25:07 status half-installed libssl3t64:amd64 3.0.13-0ubuntu3
2026-02-10 00:25:07 status unpacked libssl3t64:amd64 3.0.13-0ubuntu3.7
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libssl3t64:amd64 3.0.13-0ubuntu3.7 <none>
2026-02-10 00:25:07 status unpacked libssl3t64:amd64 3.0.13-0ubuntu3.7
2026-02-10 00:25:07 status half-configured libssl3t64:amd64 3.0.13-0ubuntu3.7
2026-02-10 00:25:07 status installed libssl3t64:amd64 3.0.13-0ubuntu3.7
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libuuid1:amd64 2.39.3-9ubuntu6 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status half-configured libuuid1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status unpacked libuuid1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status half-installed libuuid1:amd64 2.39.3-9ubuntu6
2026-02-10 00:25:07 status unpacked libuuid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libuuid1:amd64 2.39.3-9ubuntu6.4 <none>
2026-02-10 00:25:07 status unpacked libuuid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status half-configured libuuid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 status installed libuuid1:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:07 startup archives unpack
2026-02-10 00:25:07 upgrade libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:07 status half-configured libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:07 status unpacked libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:07 status half-installed libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:07 status unpacked libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:07 upgrade libproc2-0:amd64 2:4.0.4-4ubuntu3 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:07 status half-configured libproc2-0:amd64 2:4.0.4-4ubuntu3
2026-02-10 00:25:07 status unpacked libproc2-0:amd64 2:4.0.4-4ubuntu3
2026-02-10 00:25:07 status half-installed libproc2-0:amd64 2:4.0.4-4ubuntu3
2026-02-10 00:25:07 status unpacked libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:07 upgrade libss2:amd64 1.47.0-2.4~exp1ubuntu4 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:07 status half-configured libss2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:07 status unpacked libss2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:07 status half-installed libss2:amd64 1.47.0-2.4~exp1ubuntu4
2026-02-10 00:25:07 status unpacked libss2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:07 upgrade passwd:amd64 1:4.13+dfsg1-4ubuntu3 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:07 status half-configured passwd:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-10 00:25:07 status unpacked passwd:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-10 00:25:07 status half-installed passwd:amd64 1:4.13+dfsg1-4ubuntu3
2026-02-10 00:25:07 status unpacked passwd:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:07 upgrade procps:amd64 2:4.0.4-4ubuntu3 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:07 status half-configured procps:amd64 2:4.0.4-4ubuntu3
2026-02-10 00:25:07 status unpacked procps:amd64 2:4.0.4-4ubuntu3
2026-02-10 00:25:07 status half-installed procps:amd64 2:4.0.4-4ubuntu3
2026-02-10 00:25:07 status unpacked procps:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:07 startup packages configure
2026-02-10 00:25:07 configure libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4.1 <none>
2026-02-10 00:25:07 status unpacked libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status half-configured libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status installed libcom-err2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 configure libproc2-0:amd64 2:4.0.4-4ubuntu3.2 <none>
2026-02-10 00:25:08 status unpacked libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:08 status half-configured libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:08 status installed libproc2-0:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:08 configure libss2:amd64 1.47.0-2.4~exp1ubuntu4.1 <none>
2026-02-10 00:25:08 status unpacked libss2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status half-configured libss2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status installed libss2:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 configure logsave:amd64 1.47.0-2.4~exp1ubuntu4.1 <none>
2026-02-10 00:25:08 status unpacked logsave:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status half-configured logsave:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status installed logsave:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 configure passwd:amd64 1:4.13+dfsg1-4ubuntu3.2 <none>
2026-02-10 00:25:08 status unpacked passwd:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:08 status half-configured passwd:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:08 status installed passwd:amd64 1:4.13+dfsg1-4ubuntu3.2
2026-02-10 00:25:08 configure mount:amd64 2.39.3-9ubuntu6.4 <none>
2026-02-10 00:25:08 status unpacked mount:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:08 status half-configured mount:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:08 status installed mount:amd64 2.39.3-9ubuntu6.4
2026-02-10 00:25:08 configure procps:amd64 2:4.0.4-4ubuntu3.2 <none>
2026-02-10 00:25:08 status unpacked procps:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:08 status half-configured procps:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:08 status installed procps:amd64 2:4.0.4-4ubuntu3.2
2026-02-10 00:25:08 configure e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4.1 <none>
2026-02-10 00:25:08 status unpacked e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status half-configured e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 status installed e2fsprogs:amd64 1.47.0-2.4~exp1ubuntu4.1
2026-02-10 00:25:08 trigproc libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-02-10 00:25:08 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:08 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:09 startup archives unpack
2026-02-10 00:25:09 install libdb5.3t64:amd64 <none> 5.3.28+dfsg2-7
2026-02-10 00:25:09 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:09 status half-installed libdb5.3t64:amd64 5.3.28+dfsg2-7
2026-02-10 00:25:09 status unpacked libdb5.3t64:amd64 5.3.28+dfsg2-7
2026-02-10 00:25:09 startup packages configure
2026-02-10 00:25:09 configure libdb5.3t64:amd64 5.3.28+dfsg2-7 <none>
2026-02-10 00:25:09 status unpacked libdb5.3t64:amd64 5.3.28+dfsg2-7
2026-02-10 00:25:09 status half-configured libdb5.3t64:amd64 5.3.28+dfsg2-7
2026-02-10 00:25:09 status installed libdb5.3t64:amd64 5.3.28+dfsg2-7
2026-02-10 00:25:10 startup archives unpack
2026-02-10 00:25:10 upgrade libpam-modules-bin:amd64 1.5.3-5ubuntu5 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 status half-configured libpam-modules-bin:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:10 status unpacked libpam-modules-bin:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:10 status half-installed libpam-modules-bin:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:10 status unpacked libpam-modules-bin:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 startup packages configure
2026-02-10 00:25:10 configure libpam-modules-bin:amd64 1.5.3-5ubuntu5.5 <none>
2026-02-10 00:25:10 status unpacked libpam-modules-bin:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 status half-configured libpam-modules-bin:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 status installed libpam-modules-bin:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 startup archives unpack
2026-02-10 00:25:10 upgrade libpam-modules:amd64 1.5.3-5ubuntu5 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 status half-configured libpam-modules:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:10 status unpacked libpam-modules:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:10 status half-installed libpam-modules:amd64 1.5.3-5ubuntu5
2026-02-10 00:25:10 status unpacked libpam-modules:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 startup packages configure
2026-02-10 00:25:10 configure libpam-modules:amd64 1.5.3-5ubuntu5.5 <none>
2026-02-10 00:25:10 status unpacked libpam-modules:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 status half-configured libpam-modules:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 status installed libpam-modules:amd64 1.5.3-5ubuntu5.5
2026-02-10 00:25:10 startup packages configure
2026-02-10 00:25:10 trigproc libc-bin:amd64 2.39-0ubuntu8.7 <none>
2026-02-10 00:25:10 status half-configured libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:10 status installed libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:59 startup archives unpack
2026-02-10 00:25:59 install kbd:amd64 <none> 2.6.4-2ubuntu2
2026-02-10 00:25:59 status half-installed kbd:amd64 2.6.4-2ubuntu2
2026-02-10 00:25:59 status unpacked kbd:amd64 2.6.4-2ubuntu2
2026-02-10 00:25:59 install liblocale-gettext-perl:amd64 <none> 1.07-6ubuntu5
2026-02-10 00:25:59 status half-installed liblocale-gettext-perl:amd64 1.07-6ubuntu5
2026-02-10 00:25:59 status unpacked liblocale-gettext-perl:amd64 1.07-6ubuntu5
2026-02-10 00:25:59 install xkb-data:all <none> 2.41-2ubuntu1.1
2026-02-10 00:25:59 status half-installed xkb-data:all 2.41-2ubuntu1.1
2026-02-10 00:25:59 status unpacked xkb-data:all 2.41-2ubuntu1.1
2026-02-10 00:25:59 install keyboard-configuration:all <none> 1.226ubuntu1
2026-02-10 00:25:59 status half-installed keyboard-configuration:all 1.226ubuntu1
2026-02-10 00:25:59 status unpacked keyboard-configuration:all 1.226ubuntu1
2026-02-10 00:25:59 install console-setup-linux:all <none> 1.226ubuntu1
2026-02-10 00:25:59 status half-installed console-setup-linux:all 1.226ubuntu1
2026-02-10 00:25:59 status unpacked console-setup-linux:all 1.226ubuntu1
2026-02-10 00:25:59 install console-setup:all <none> 1.226ubuntu1
2026-02-10 00:25:59 status half-installed console-setup:all 1.226ubuntu1
2026-02-10 00:25:59 status unpacked console-setup:all 1.226ubuntu1
2026-02-10 00:25:59 install libpython3.12-minimal:amd64 <none> 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status half-installed libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status unpacked libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 install libexpat1:amd64 <none> 2.6.1-2ubuntu0.3
2026-02-10 00:25:59 status triggers-pending libc-bin:amd64 2.39-0ubuntu8.7
2026-02-10 00:25:59 status half-installed libexpat1:amd64 2.6.1-2ubuntu0.3
2026-02-10 00:25:59 status unpacked libexpat1:amd64 2.6.1-2ubuntu0.3
2026-02-10 00:25:59 install python3.12-minimal:amd64 <none> 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status half-installed python3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status unpacked python3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 startup packages configure
2026-02-10 00:25:59 configure libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11 <none>
2026-02-10 00:25:59 status unpacked libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status half-configured libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status installed libpython3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 configure libexpat1:amd64 2.6.1-2ubuntu0.3 <none>
2026-02-10 00:25:59 status unpacked libexpat1:amd64 2.6.1-2ubuntu0.3
2026-02-10 00:25:59 status half-configured libexpat1:amd64 2.6.1-2ubuntu0.3
2026-02-10 00:25:59 status installed libexpat1:amd64 2.6.1-2ubuntu0.3
2026-02-10 00:25:59 configure python3.12-minimal:amd64 3.12.3-1ubuntu0.11 <none>
2026-02-10 00:25:59 status unpacked python3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:25:59 status half-configured python3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:26:00 status installed python3.12-minimal:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:26:00 startup archives unpack
2026-02-10 00:26:00 install python3-minimal:amd64 <none> 3.12.3-0ubuntu2.1
2026-02-10 00:26:00 status half-installed python3-minimal:amd64 3.12.3-0ubuntu2.1
2026-02-10 00:26:00 status unpacked python3-minimal:amd64 3.12.3-0ubuntu2.1
2026-02-10 00:26:00 install media-types:all <none> 10.1.0
2026-02-10 00:26:00 status half-installed media-types:all 10.1.0
2026-02-10 00:26:00 status unpacked media-types:all 10.1.0
2026-02-10 00:26:00 install netbase:all <none> 6.4
2026-02-10 00:26:00 status half-installed netbase:all 6.4
2026-02-10 00:26:00 status unpacked netbase:all 6.4
2026-02-10 00:26:00 install tzdata:all <none> 2025b-0ubuntu0.24.04.1
2026-02-10 00:26:00 status half-installed tzdata:all 2025b-0ubuntu0.24.04.1
2026-02-10 00:26:01 status unpacked tzdata:all 2025b-0ubuntu0.24.04.1
2026-02-10 00:26:01 install readline-common:all <none> 8.2-4build1
2026-02-10 00:26:01 status half-installed readline-common:all 8.2-4build1
2026-02-10 00:26:01 status unpacked readline-common:all 8.2-4build1
2026-02-10 00:26:01 install libreadline8t64:amd64 <none> 8.2-4build1
2026-02-10 00:26:01 status half-installed libreadline8t64:amd64 8.2-4build1
2026-02-10 00:26:01 status unpacked libreadline8t64:amd64 8.2-4build1
2026-02-10 00:26:01 install libsqlite3-0:amd64 <none> 3.45.1-1ubuntu2.5
2026-02-10 00:26:01 status half-installed libsqlite3-0:amd64 3.45.1-1ubuntu2.5
2026-02-10 00:26:01 status unpacked libsqlite3-0:amd64 3.45.1-1ubuntu2.5
2026-02-10 00:26:01 install libpython3.12-stdlib:amd64 <none> 3.12.3-1ubuntu0.11
2026-02-10 00:26:01 status half-installed libpython3.12-stdlib:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:26:01 status unpacked libpython3.12-stdlib:amd64 3.12.3-1ubuntu0.11
2026-02-10 00:26:01 install python3.12:amd64 <none> 3.12.3-1ubuntu0.11
2026-02-10 00:26:01 status half-installed python3.12:amd64 3.12.3-1ubuntu0.11
